pdb,glycam name,glycan,phi site,psi site,phi,psi,B factor(Avg),BFMP ring shape
3x1b.pdb,DManpa1-3DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(5_E_)-MAN(4_E_)-[MAN(6_E_)]-BMA(3_E_)-NAG(2_E_)-NAG(1_E_)-ASN(75_B_),E MAN 6 C2 C1 BMA 3 O3 C3,E MAN 6 C1 BMA 3 O3 C3 C4,192.012,120.398,"(['MAN(6_E_)', 'BMA(3_E_)'], [62.32, 53.77])","(['6.E', '3.E'], ['-', '4C1'])"
3x1b.pdb,DManpa1-3[DManpa1-6]DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(6_F_)-[MAN(5_F_)]-MAN(4_F_)-[MAN(7_F_)]-BMA(3_F_)-NAG(2_F_)-NAG(1_F_)-ASN(458_B_),F MAN 7 C2 C1 BMA 3 O3 C3,F MAN 7 C1 BMA 3 O3 C3 C4,218.217,141.44,"(['MAN(7_F_)', 'BMA(3_F_)'], [79.54, 69.86])","(['7.F', '3.F'], ['4C1', '4C1'])"
5lfu.pdb,DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(5_B_)-[MAN(4_B_)]-BMA(3_B_)-NAG(2_B_)-NAG(1_B_)-ASN(99_A_),B MAN 4 C2 C1 BMA 3 O3 C3,B MAN 4 C1 BMA 3 O3 C3 C4,257.25,87.0534,"(['MAN(4_B_)', 'BMA(3_B_)'], [402.22, 390.96])","(['4.B', '3.B'], ['4C1', '-'])"
7y1t.pdb,DManpa1-6DManpa1-4[DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(5_G_)-MAN(4_G_)-[MAN(6_G_)]-BMA(3_G_)-NAG(2_G_)-NAG(1_G_)-ASN(266_A_),G MAN 6 C2 C1 BMA 3 O3 C3,G MAN 6 C1 BMA 3 O3 C3 C4,268.0055,157.431,"(['MAN(6_G_)', 'BMA(3_G_)'], [110.62, 99.16])","(['6.G', '3.G'], ['OS2', '4C1'])"
7z53.pdb,DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(6_q_)-[MAN(5_q_)-[MAN(4_q_)]-BMA(3_q_)-NAG(2_q_)]-NAG(1_q_)-ASN(483_T_),q MAN 4 C2 C1 BMA 3 O3 C3,q MAN 4 C1 BMA 3 O3 C3 C4,210.747,163.366,"(['MAN(4_q_)', 'BMA(3_q_)'], [67.16, 38.2])","(['4.q', '3.q'], ['-', '4C1'])"
7z53.pdb,DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(6_c_)-[MAN(5_c_)-[MAN(4_c_)]-BMA(3_c_)-NAG(2_c_)]-NAG(1_c_)-ASN(483_D_),c MAN 4 C2 C1 BMA 3 O3 C3,c MAN 4 C1 BMA 3 O3 C3 C4,199.151,86.9132,"(['MAN(4_c_)', 'BMA(3_c_)'], [58.76, 33.6])","(['4.c', '3.c'], ['4C1', '4C1'])"
7z53.pdb,DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(5_j_)-[MAN(4_j_)]-BMA(3_j_)-NAG(2_j_)-NAG(1_j_)-ASN(391_N_),j MAN 4 C2 C1 BMA 3 O3 C3,j MAN 4 C1 BMA 3 O3 C3 C4,76.7515,96.4222,"(['MAN(4_j_)', 'BMA(3_j_)'], [84.31, 74.5])","(['4.j', '3.j'], ['B25', '-'])"
7z53.pdb,DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(6_k_)-[MAN(5_k_)-[MAN(4_k_)]-BMA(3_k_)-NAG(2_k_)]-NAG(1_k_)-ASN(483_N_),k MAN 4 C2 C1 BMA 3 O3 C3,k MAN 4 C1 BMA 3 O3 C3 C4,179.326,119.436,"(['MAN(4_k_)', 'BMA(3_k_)'], [71.88, 39.76])","(['4.k', '3.k'], ['1C4', '4C1'])"
7z53.pdb,DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(6_e_)-[MAN(5_e_)-[MAN(4_e_)]-BMA(3_e_)-NAG(2_e_)]-NAG(1_e_)-ASN(483_H_),e MAN 4 C2 C1 BMA 3 O3 C3,e MAN 4 C1 BMA 3 O3 C3 C4,197.696,83.5871,"(['MAN(4_e_)', 'BMA(3_e_)'], [68.13, 42.73])","(['4.e', '3.e'], ['4C1', '4C1'])"
7z53.pdb,DManpa1-3DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-ASN,MAN(4_i_)-BMA(3_i_)-NAG(2_i_)-NAG(1_i_)-ASN(355_N_),i MAN 4 C2 C1 BMA 3 O3 C3,i MAN 4 C1 BMA 3 O3 C3 C4,202.851,133.823,"(['MAN(4_i_)', 'BMA(3_i_)'], [77.11, 77.14])","(['4.i', '3.i'], ['BO3', '4C1'])"
7z53.pdb,DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(6_a_)-[MAN(5_a_)-[MAN(4_a_)]-BMA(3_a_)-NAG(2_a_)]-NAG(1_a_)-ASN(483_B_),a MAN 4 C2 C1 BMA 3 O3 C3,a MAN 4 C1 BMA 3 O3 C3 C4,186.461,112.067,"(['MAN(4_a_)', 'BMA(3_a_)'], [67.65, 37.31])","(['4.a', '3.a'], ['1C4', '4C1'])"
7z53.pdb,DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(6_h_)-[MAN(5_h_)-[MAN(4_h_)]-BMA(3_h_)-NAG(2_h_)]-NAG(1_h_)-ASN(483_J_),h MAN 4 C2 C1 BMA 3 O3 C3,h MAN 4 C1 BMA 3 O3 C3 C4,193.91,84.8506,"(['MAN(4_h_)', 'BMA(3_h_)'], [61.22, 42.28])","(['4.h', '3.h'], ['4C1', '4C1'])"
7z53.pdb,DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-ASN,FUC(6_n_)-[MAN(5_n_)-[MAN(4_n_)]-BMA(3_n_)-NAG(2_n_)]-NAG(1_n_)-ASN(483_P_),n MAN 4 C2 C1 BMA 3 O3 C3,n MAN 4 C1 BMA 3 O3 C3 C4,182.932,118.938,"(['MAN(4_n_)', 'BMA(3_n_)'], [61.84, 35.43])","(['4.n', '3.n'], ['BO3', '4C1'])"
